Name,Address,Phone,Category,Area,Source
PomPrap Clinic,"""123 Pom Prap Rd, Bangkok 10100""",02 221 8765,Clinic,Pom Prap Sattru Phai,google.com
Dusit Market,"""88/1 Rama V Rd, Dusit, Bangkok 10300""",02 281 8765,Shopping,Dusit,tripadvisor.com
OnNut Clinic,"""77 On Nut Rd, Prawet, Bangkok 10250""",02 391 6543,Clinic,On Nut,google.com
Rama4HuaLamphong Pharmacy,"""22/1 Rama IV Rd, Wang Mai, Bangkok 10500""",02 235 8765,Pharmacy,Rama 4,tripadvisor.com
Rama4HuaLamphong Spa,"""33/1 Rama IV Rd, Wang Mai, Bangkok 10500""",02 235 1234,Spa/Wellness,Rama 4,wongnai.com
PhayaThai Hotel,"""88 Phaya Thai Rd, Ratchathewi, Bangkok 10400""",02 215 4322,Hotel,Phaya Thai,agoda.com
BangKae Clinic,"""45/1 Bang Khae Rd, Bang Khae, Bangkok 10160""",02 464 9876,Clinic,Bang Khae,google.com
NongKhaem Market,"""88 Nong Khaem Rd, Bangkok 10160""",02 464 6543,Shopping,Nong Khaem,thaiza.com
KhlongSan Clinic,"""45/1 Charoen Nakhon Rd, Khlong San, Bangkok 10600""",02 629 6543,Clinic,Khlong San,google.com
KhanNaYao Pharmacy,"""12/1 Khan Na Yao Rd, Bangkok 10230""",02 938 8765,Pharmacy,Khan Na Yao,tripadvisor.com
YanNawa Pharmacy,"""45/1 Yan Nawa Rd, Bangkok 10120""",02 291 8765,Pharmacy,Yan Nawa,tripadvisor.com
Prime City,"""16/6 Sukhumvit Soi 25, Samphanthawong, Bangkok 10110""",03 321 8196,Co-working,Khlong Toei,tripadvisor.com
Silver Thai Rent A Car Square,"""53/6 Rama IV Soi 55, Lat Phrao, Bangkok 10230""",08 026 5423,Hospital,Khlong Toei,google.com
Silver MK Court,"""41/15 Kasetsart Soi 11, Khlong San, Bangkok 10200""",08 959 3103,Cafe,Bang Kapi,wongnai.com
Budget Thai,"""167/50 Lat Phrao Soi 5, Watthana, Bangkok 10200""",03 832 7648,Spa/Wellness,Lat Phrao,wongnai.com
Empire Plaza,"""276/17/10 Charoen Krung Soi 93, Prawet, Bangkok 10200""",03 767 2423,Shopping,Sathorn,tripadvisor.com
Select Bangkok,"""271/17/1 Ratchathewi Soi 89, Sathon, Bangkok 10250""",02 226 9166,Bar,Phaya Thai,wongnai.com
National Center,"""153/41/3 At Narong Soi 79, Lat Phrao, Bangkok 10330""",03 704 8281,Co-working,Khlong Toei,agoda.com
Grand Shabushi Thai,"""249/5/3 Phra Ram 9 Soi 87, Huai Khwang, Bangkok 10250""",08 430 3911,Cafe,Ratchada,wongnai.com
Silver Siam Car Rental Court,"""116/5 Phaya Thai Soi 45, Bangkok Noi, Bangkok 10500""",03 465 7871,Car Service,Phaya Thai,tripadvisor.com
Suite Bangkok,"""249/14 Phra Ram 9 Soi 87, Huai Khwang, Bangkok 10230""",03 105 1834,Attraction,Ratchada,tripadvisor.com
New The Terrace Thai,"""174/7 Charoen Krung Soi 29, Bangkok Noi, Bangkok 10320""",09 566 7010,Cafe,Bang Rak,thaiza.com
Avis Thai,"""209/32 Ratchadaphisek Soi 75, Prawet, Bangkok 10110""",09 810 8013,Cafe,Ratchada,thaiza.com
Royal Paragon Square,"""297/48 Ratchadaphisek Soi 87, Huai Khwang, Bangkok 10110""",08 687 2343,Restaurant,Ratchada,agoda.com
Nice Black Canyon Bangkok,"""297/39/7 Si Lom Soi 3, Pom Prap Sattru Phai, Bangkok 10230""",02 219 1361,Co-working,Bang Rak,wongnai.com
Vista Plaza,"""235/40/2 Asok Soi 91, Bangkok Noi, Bangkok 10500""",03 462 4751,Co-working,Asok,wongnai.com
Big Court Asia,"""284/20/3 Ratchadaphisek Soi 11, Huai Khwang, Bangkok 10120""",08 427 8498,Pharmacy,Huai Khwang,google.com
National Place,"""217/18 Ratchathewi Soi 3, Phaya Thai, Bangkok 10400""",03 534 8740,Cafe,Ratchathewi,facebook.com
Silver Crown Bangkok,"""221/9 Lat Phrao Soi 3, Watthana, Bangkok 10200""",02 128 0598,Shopping,Bang Kapi,facebook.com
Golden Signature Court,"""171/27 Ekkamai Soi 29, Sathon, Bangkok 10600""",09 923 2260,Salon,Ekkamai,google.com
Center Square,"""36/50 Charoen Krung Soi 33, Bangkok Yai, Bangkok 10600""",08 433 0365,Clinic,Bang Rak,agoda.com
Big Court City,"""224/39 Srinakharin Soi 79, Pom Prap Sattru Phai, Bangkok 10500""",03 940 1965,Hospital,On Nut,google.com
Plaza Court,"""260/20 Hua Mak Soi 59, Din Daeng, Bangkok 10250""",03 561 5951,Cafe,Ramkhamhaeng,tripadvisor.com
Silver Oasis Siam,"""239/29/9 Hua Mak Soi 67, Thon Buri, Bangkok 10330""",08 680 4436,Clinic,Ramkhamhaeng,google.com
Best Backpacker Thai,"""38/30/10 Sukhumvit Soi 59, Dusit, Bangkok 10600""",03 433 2003,Attraction,Phrom Phong,thaiza.com
Summit Bangkok,"""63/30/11 Ekkamai Soi 15, Bangkok Yai, Bangkok 10250""",02 632 8708,Car Service,Ekkamai,wongnai.com
Nice Bed Station Court,"""123/18 Kasetsart Soi 67, Din Daeng, Bangkok 10500""",09 277 4348,Hospital,Bang Kapi,wongnai.com
Big Swensens Siam,"""213/4/7 Srinakharin Soi 25, Pom Prap Sattru Phai, Bangkok 10110""",03 623 1665,Salon,On Nut,agoda.com
Lub d City,"""224/32 Phra Ram 9 Soi 2, Prawet, Bangkok 10330""",09 688 9373,Salon,Rama 9,thaiza.com
Nice Shabushi Center,"""168/14 Pradit Manutham Soi 71, Prawet, Bangkok 10400""",02 162 7204,Bar,Huai Khwang,thaiza.com
Grand Shabushi Court,"""79/16/2 Asok Soi 15, Pom Prap Sattru Phai, Bangkok 10500""",02 531 0033,Attraction,Asok,facebook.com
Little Palace Place,"""204/46 Sukhumvit Soi 23, Phra Nakhon, Bangkok 10500""",02 241 9049,Hotel,Asok,facebook.com
Best Plaza Thai,"""216/32/6 PhromPhong Soi 11, Phra Nakhon, Bangkok 10320""",02 586 5185,Gym,Phrom Phong,tripadvisor.com
Regent City,"""231/16/11 Hua Mak Soi 71, Prawet, Bangkok 10200""",09 769 4531,Restaurant,Ramkhamhaeng,thaiza.com
Siam Car Rental Plaza,"""44/16/4 On Nut Soi 59, Thon Buri, Bangkok 10320""",08 549 4808,Attraction,On Nut,google.com
Fugeelahostel Asia,"""170/23 Charoen Krung Soi 71, Huai Khwang, Bangkok 10500""",08 957 8856,Hotel,Sathorn,facebook.com
Prime Court,"""52/13 Sukhumvit Soi 35, Ratchathewi, Bangkok 10400""",03 337 4989,Restaurant,Thong Lor,facebook.com
Yuzu Bangkok,"""226/22/5 Phetchaburi Soi 21, Thon Buri, Bangkok 10120""",08 271 0947,Salon,Ratchathewi,google.com
Empire Bangkok,"""116/50 Phra Ram 9 Soi 83, Khlong San, Bangkok 10400""",03 294 1318,Salon,Rama 9,agoda.com
Residence Bangkok,"""81/1/10 Ramkhamhaeng Soi 59, Thon Buri, Bangkok 10400""",02 334 1232,Restaurant,Ramkhamhaeng,tripadvisor.com
Grand McDonald Asia,"""73/5 Sukhumvit Soi 5, Din Daeng, Bangkok 10230""",08 936 1832,Gym,Phrom Phong,agoda.com
Once Again City,"""222/48/1 PhromPhong Soi 41, Bang Rak, Bangkok 10500""",09 488 7719,Clinic,Phrom Phong,agoda.com
Royal Empire Bangkok,"""47/31/6 Ratchadamnoen Soi 49, Sathon, Bangkok 10330""",03 787 4296,Bank,Dusit,thaiza.com
Fugeelahostel Court,"""278/30 Si Lom Soi 59, Bangkok Yai, Bangkok 10200""",02 715 4516,Car Service,Bang Rak,thaiza.com
KFC Asia,"""123/46 At Narong Soi 19, Khlong Toei, Bangkok 10250""",08 824 7710,Spa/Wellness,Khlong Toei,google.com
Big Once Again Thai,"""234/36 Ekkamai Soi 17, Samphanthawong, Bangkok 10250""",03 748 4677,Gym,Ekkamai,tripadvisor.com
Master Bangkok,"984/35 Khlong San Rd, Bang Rak, Bangkok 10700",02 800 0109,Professional,Khlong San,
Blessing Bangkok,"204/12 Silom Rd, Bang Rak, Bangkok 10400",02 800 0180,Hospital,Silom,
Opal Place,"338/60 Taling Chan Rd, Bangkok Noi, Bangkok 10900",02 800 0069,Restaurant,Taling Chan,
Fast Bangkok,"433/49 Huai Khwang Rd, Rama IX, Bangkok 10330",02 800 0054,Car Service,Huai Khwang,
View Square,"405/2 Taling Chan Rd, Bangkok Noi, Bangkok 10700",02 800 0118,Cafe,Taling Chan,
Point Forest,"633/37 Khlong San Rd, Bang Rak, Bangkok 10100",02 800 0032,Spa/Wellness,Khlong San,
Kingdom,"938/52 Thonglor Rd, Klongtan, Bangkok 10500",02 800 0192,Bank,Thong Lor,
Bangkok Accounting,"820/5 Lumpini Rd, Lumpini, Bangkok 10260",02 800 0188,Professional,Lumpini,
Security Center,"287/71 DonMueang Rd, Lak Si, Bangkok 10320",02 800 0116,Bank,Don Mueang,
Men Thailand,"392/79 SiamPratunam Rd, Ratchadamri, Bangkok 10200",02 800 0117,Clinic,Siam,
Garden Body,"179/39 Ekkamai Rd, Phra Khanong, Bangkok 10500",02 800 0057,Clinic,Ekkamai,
Ocean Pearl,"380/73 BangNa Rd, Suan Luang, Bangkok 10110",02 800 0005,Restaurant,BangNa,
Hawk Bangkok,"625/37 Lumpini Rd, Lumpini, Bangkok 10900",02 800 0021,Attraction,Lumpini,
Master,"118/96 Charoen Krung Rd, Bangkok Yai, Bangkok 10200",02 800 0115,Professional,Charoen Krung,
Bangkok Shield,"842/99 Phahurat Rd, Phra Nakhon, Bangkok 10900",02 800 0159,Bank,Phahurat,
Hilton Studio,"66/73 SathornSilom Rd, Silom, Bangkok 10230",02 800 0143,Hotel,Sathorn,
City Point,"629/49 Thonburi Rd, Taling Chan, Bangkok 10230",02 800 0157,Shopping,Thonburi,
Comfort Central,"812/66 Silom Rd, Sathorn, Bangkok 10900",02 800 0135,Hotel,Silom,
Park Community,"346/85 SiamPratunam Rd, Wang Mai, Bangkok 10400",02 800 0114,Hospital,Siam,
Bangkok General,"159/47 Ratchada Rd, Ratchathewi, Bangkok 10320",02 800 0185,Hospital,Ratchada,
Garden Divine,"530/52 LadpraoChatuchak Rd, Chatuchak, Bangkok 10320",02 800 0186,Hospital,Lat Phrao,
Audit Bangkok,"394/36 Bang Rak Rd, Silom, Bangkok 10400",02 800 0184,Professional,Bang Rak,
Factory,"349/77 Lumpini Rd, Pathum Wan, Bangkok 10500",02 800 0120,Co-working,Lumpini,
Crema,"877/16 Rama3BangNa Rd, Bang Kapi, Bangkok 10260",02 800 0000,Cafe,Rama 3,
Bangkok Atlantic,"779/2 Ratchada Rd, Chatuchak, Bangkok 10230",02 800 0168,Bank,Ratchada,
Bangkok Tech,"299/23 Bang Rak Rd, Pathum Wan, Bangkok 10500",02 800 0028,Co-working,Bang Rak,
Executive Bangkok,"968/92 Phahurat Rd, Samran Rat, Bangkok 10900",02 800 0091,Professional,Phahurat,
Mind Hall,"805/19 Huai Khwang Rd, Ratchadapisek, Bangkok 10500",02 800 0029,Clinic,Huai Khwang,
Connect,"660/98 SiamPratunam Rd, Ratchadamri, Bangkok 10320",02 800 0007,Co-working,Siam,
Motion Bangkok,"623/38 Wang Lang Rd, Bangkok Noi, Bangkok 10100",02 800 0102,Co-working,Wang Lang,
Rapid Central,"106/44 Phahurat Rd, Samran Rat, Bangkok 10320",02 800 0131,Car Service,Phahurat,
Sip,"847/90 SiamPratunam Rd, Wang Mai, Bangkok 10600",02 800 0026,Cafe,Siam,
Arabica Tower,"851/8 Taling Chan Rd, Bangkok Yai, Bangkok 10260",02 800 0004,Cafe,Taling Chan,
Bangkok Hair,"447/28 LadpraoChatuchak Rd, Chatuchak, Bangkok 10500",02 800 0181,Clinic,Lat Phrao,
Place Comfort,"848/47 Ratchada Rd, Huai Khwang, Bangkok 10400",02 800 0066,Hotel,Ratchada,
Heart Studio,"649/70 Ratchada Rd, Phaya Thai, Bangkok 10600",02 800 0083,Clinic,Ratchada,
Bangkok Suites,"607/74 DonMueang Rd, Lak Si, Bangkok 10200",02 800 0006,Hotel,Don Mueang,
Relax,"854/4 Lumpini Rd, Sathorn, Bangkok 10260",02 800 0038,Spa/Wellness,Lumpini,
Royal Thai View,"236/2 PhraNakhon Rd, Bang Lamphu, Bangkok 10500",02 800 0041,Restaurant,Phra Nakhon,
Square Care,"472/91 YaowaratRiverside Rd, Bangkok Noi, Bangkok 10700",02 800 0196,Hospital,Yaowarat,
Executive Bangkok,"220/12 BangNa Rd, Suan Luang, Bangkok 10230",02 800 0085,Professional,BangNa,
Universe Bangkok,"978/47 Bangkok Yai Rd, Bangkok Noi, Bangkok 10400",02 800 0144,Shopping,Bangkok Yai,
Cyclone Square,"750/77 Rama3BangNa Rd, Yannawa, Bangkok 10200",02 800 0127,Car Service,Rama 3,
Boost Bangkok,"54/76 Thonglor Rd, Klongtan, Bangkok 10500",02 800 0078,Car Service,Thong Lor,
Security,"364/72 Charoen Krung Rd, Bangkok Yai, Bangkok 10260",02 800 0138,Bank,Charoen Krung,
Forest,"274/42 Lumpini Rd, Lumpini, Bangkok 10100",02 800 0149,Spa/Wellness,Lumpini,
Treasure,"293/38 Chatuchak Rd, Phaya Thai, Bangkok 10260",02 800 0060,Shopping,Chatuchak,
Center Lion,"674/61 Lumpini Rd, Sathorn, Bangkok 10500",02 800 0031,Attraction,Lumpini,
Siphon,"376/48 Lumpini Rd, Lumpini, Bangkok 10600",02 800 0017,Cafe,Lumpini,
Bangkok Retreat,"342/99 Yan Nawa Rd, Yan Nawa, Bangkok 10230",02 800 0079,Hotel,Yan Nawa,
Gallery Plaza Bangkok,"90/76 Ratchadaphisek Rd, Chatuchak, Bangkok 10900",02 792 9935,Shopping,Ratchada,
Hub Complex,"778/21 Charoen Krung Rd, Bangkok Yai, Bangkok 10600",02 928 1106,Office,Thonburi,
Elite Point Elite,"390/46 Sukhumvit Soi 13, Klong Toei, Bangkok 10110",02 204 2519,Gym,Asok,
Lounge Market,"592/25 Silom Rd, Bang Rak, Bangkok 10500",02 733 6925,Bar,Sathorn,
Brew Market,"888/49 Sukhumvit Soi 13, Klong Toei, Bangkok 10110",02 975 4814,Cafe,Sukhumvit,
Space Hub,"719/88 Phahon Yothin Rd, Chatuchak, Bangkok 10900",02 314 5374,Co-working,Lat Phrao,
Lounge Plaza,"235/41 Sukhumvit Soi 5, Klong Toei, Bangkok 10110",02 963 1916,Bar,Phrom Phong,
Little Place Central,"611/9 Phahon Yothin Rd, Chatuchak, Bangkok 10900",02 911 7916,Cafe,Bang Khen,
Bar Complex,"697/93 Rama IX Rd, Huai Khwang, Bangkok 10320",02 666 1188,Bar,Huai Khwang,
Zone Mall,"301/56 Sukhumvit Rd, Watthana, Bangkok 10110",02 448 2827,Shopping,Khao San,
City Mall,"520/14 Phahon Yothin Rd, Chatuchak, Bangkok 10900",02 880 3927,Bank,Lat Phrao,
Nexus Building,"731/40 Rama III Rd, Yannawa, Bangkok 10120",02 652 4295,Co-working,Rama 3,
Silver Complex,"254/29 Sukhumvit Rd, Watthana, Bangkok 10110",02 562 2982,Bar,Khao San,
The Studio,"8/91 Sukhumvit Soi 10, Klong Toei, Bangkok 10110",02 702 4608,Cafe,Asok,
Royal Center,"244/86 Sukhumvit Soi 36, Klong Toei, Bangkok 10110",02 172 9423,Hotel,Thong Lor,
Easy Point,"249/61 Sathorn Rd, Bangkok 10120",02 684 8744,Pharmacy,Charoen Krung,
Strong Place Elite,"255/25 Phahon Yothin Rd, Chatuchak, Bangkok 10900",02 919 2790,Gym,Lat Phrao,
Jasmine Point,"256/10 Charoen Nakhon Rd, Khlong San, Bangkok 10600",02 385 8579,Spa/Wellness,Khlong San,
Beauty Center,"993/12 Charoen Nakhon Rd, Khlong San, Bangkok 10600",02 653 1241,Salon,Khlong San,
Wonder World,"925/8 Charoen Krung Rd, Bang Rak, Bangkok 10500",02 985 7570,Attraction,Riverside,
City Tower Select,"714/94 Rama IX Rd, Huai Khwang, Bangkok 10320",02 392 7930,Bank,Huai Khwang,
Holiday Center Select,"162/8 Srinakarin Rd, Prawet, Bangkok 10250",02 614 9701,Hotel,Prawet,
Spot House,"414/16 Silom Rd, Bang Rak, Bangkok 10500",02 791 4853,Entertainment,Sathorn,
Perfect Park Prime,"469/97 Sukhumvit Soi 41, Klong Toei, Bangkok 10110",02 234 5915,Clinic,Phrom Phong,
Creative Lab,"551/28 Ratchadaphisek Rd, Chatuchak, Bangkok 10900",02 202 2200,Cafe,Ratchada,
Star Garden,"292/57 Sukhumvit Soi 21, Klong Toei, Bangkok 10110",02 350 7054,Entertainment,Phrom Phong,
Place Lab,"9/86 Lat Phrao Rd, Wang Thonglang, Bangkok 10310",02 926 9666,Office,Wang Thonglang,
Building Point Bangkok,"279/78 Sukhumvit Soi 37, Klong Toei, Bangkok 10110",02 860 3546,Office,Ekkamai,
Royal Square,"518/63 Lat Phrao Rd, Wang Thonglang, Bangkok 10310",02 973 5325,Spa/Wellness,Wang Thonglang,
Common Building,"342/17 Sukhumvit Soi 99, Klong Toei, Bangkok 10110",02 145 1058,Co-working,Sukhumvit,
Work Land,"115/10 Charoen Krung Rd, Bang Rak, Bangkok 10500",02 674 1158,Co-working,Riverside,
General Garden,"921/27 Sukhumvit Soi 46, Klong Toei, Bangkok 10110",02 915 1653,Hospital,Sukhumvit,
Bangkok Garden,"998/80 Sukhumvit Rd, Watthana, Bangkok 10110",02 995 7658,Attraction,Khao San,
Advanced Hub,"755/53 Sukhumvit Soi 43, Klong Toei, Bangkok 10110",02 125 3938,Hospital,Thong Lor,
Cultural Place,"228/59 Sukhumvit Soi 26, Klong Toei, Bangkok 10110",02 139 8711,Attraction,Phrom Phong,
Royal Plaza Plus,"286/99 Sukhumvit Soi 9, Klong Toei, Bangkok 10110",02 508 6378,Professional,Ekkamai,
Smile Mall Pro,"611/56 Ratchadaphisek Rd, Chatuchak, Bangkok 10900",02 139 2776,Clinic,Ratchada,
Urban Mall Prime,"948/69 Lat Phrao Rd, Bang Kapi, Bangkok 10240",02 101 9518,Bar,Bang Kapi,
Lotus House,"680/16 Sathorn Rd, Bangkok 10120",02 438 6143,Spa/Wellness,Bang Rak,
Luxury Building,"568/17 Rama III Rd, Yannawa, Bangkok 10120",02 813 5844,Car Service,Rama 3,
Silver Hub,"562/1 Charoen Krung Rd, Bangkok Yai, Bangkok 10600",02 408 7653,Spa/Wellness,Thonburi,
Nook Lab,"689/29 Sukhumvit Soi 40, Klong Toei, Bangkok 10110",02 938 4848,Cafe,Ekkamai,
Serene Center Select,"467/54 Maha Chai Rd, Samran Rat, Phra Nakhon, Bangkok 10200",02 725 2193,Spa/Wellness,Phra Nakhon,
Terrace Plaza Select,"940/16 Phahon Yothin Rd, Chatuchak, Bangkok 10900",02 151 5082,Shopping,Bang Khen,
Royal Zone,"973/97 Maha Chai Rd, Samran Rat, Phra Nakhon, Bangkok 10200",02 709 6198,Salon,Phra Nakhon,
Silver Building,"919/21 Phahon Yothin Rd, Chatuchak, Bangkok 10900",02 661 8305,Salon,Chatuchak,
Bangkok Plaza,"497/81 Phahon Yothin Rd, Chatuchak, Bangkok 10900",02 383 9540,Pharmacy,Lat Phrao,
Magic House,"344/70 Sukhumvit Soi 41, Klong Toei, Bangkok 10110",02 340 5451,Attraction,Phrom Phong,
Metro Plaza,"66/54 Maha Chai Rd, Samran Rat, Phra Nakhon, Bangkok 10200",02 256 4505,Cafe,Phra Nakhon,
Iron Complex,"399/75 Sukhumvit Soi 99, Klong Toei, Bangkok 10110",02 311 7883,Gym,Asok,
Rama IX Garden,"88/9 Rama IX Rd, Huai Khwang, Bangkok 10320",03 328 3286,Restaurant,Ratchada,
Ratchada Roasters,"150/1 Ratchadapisek Rd, Huai Khwang, Bangkok 10320",02 704 7912,Cafe,Ratchada,
Ratchada Plaza Mall,"112/1 Ratchadapisek Rd, Huai Khwang, Bangkok 10320",02 130 2535,Shopping,Ratchada,
Ratchada Grand Hotel,"99/9 Ratchadapisek Rd, Huai Khwang, Bangkok 10320",03 338 9279,Hotel,Ratchada,
Ratchada Medical Center,"45/1 Ratchadapisek Rd, Huai Khwang, Bangkok 10320",09 4611 8359,Hospital,Ratchada,
Krungsri Ratchada Branch,"88/1 Ratchadapisek Rd, Huai Khwang, Bangkok 10320",08 1106 3615,Bank,Ratchada,
Ratchada Spa & Massage,"22/1 Ratchadapisek Rd, Huai Khwang, Bangkok 10320",09 6574 5552,Spa/Wellness,Ratchada,
TechHub Ratchada,"77/1 Ratchadapisek Rd, Huai Khwang, Bangkok 10320",03 320 6514,Professional,Ratchada,
Ratchada Dental Care,"33/1 Ratchadapisek Rd, Huai Khwang, Bangkok 10320",02 467 6635,Clinic,Ratchada,
Fitness First Ratchada,"55/1 Ratchadapisek Rd, Huai Khwang, Bangkok 10320",08 1711 8527,Gym,Ratchada,
Sukhumvit Seafood,"49/1 Sukhumvit Soi 24, Klong Toei, Bangkok 10110",02 487 2291,Restaurant,Sukhumvit,
Sukhumvit Coffee Lab,"67/2 Sukhumvit Soi 31, Klong Toei, Bangkok 10110",08 6925 4150,Cafe,Sukhumvit,
Sukhumvit Fashion Outlet,"88/1 Sukhumvit Soi 49, Watthana, Bangkok 10110",02 146 4733,Shopping,Sukhumvit,
Sukhumvit Boutique Inn,"12/1 Sukhumvit Soi 8, Klong Toei, Bangkok 10110",08 2307 4814,Hotel,Sukhumvit,
Sukhumvit Health Clinic,"34/1 Sukhumvit Soi 15, Klong Toei, Bangkok 10110",09 6977 3664,Hospital,Sukhumvit,
Bangkok Bank Sukhumvit,"56/1 Sukhumvit Soi 21, Klong Toei, Bangkok 10110",08 6820 4432,Bank,Sukhumvit,
Sukhumvit Wellness,"78/2 Sukhumvit Soi 39, Watthana, Bangkok 10110",08 2169 3803,Spa/Wellness,Sukhumvit,
Legal Partners Sukhumvit,"90/1 Sukhumvit Soi 26, Klong Toei, Bangkok 10110",03 267 8573,Professional,Sukhumvit,
Smile Dental Sukhumvit,"23/1 Sukhumvit Soi 11, Klong Toei, Bangkok 10110",09 5422 4598,Clinic,Sukhumvit,
Sukhumvit Fit Studio,"45/1 Sukhumvit Soi 57, Watthana, Bangkok 10110",08 1916 4752,Gym,Sukhumvit,
Sukhumvit Lounge,"67/3 Sukhumvit Soi 23, Klong Toei, Bangkok 10110",02 924 6168,Bar,Sukhumvit,
Sukhumvit Pharmacy,"12/1 Sukhumvit Soi 19, Klong Toei, Bangkok 10110",09 5386 2084,Pharmacy,Sukhumvit,
SpaceHub Sukhumvit,"34/2 Sukhumvit Soi 42, Watthana, Bangkok 10110",03 680 6155,Co-working,Sukhumvit,
Silom Spice House,"45/1 Silom Rd, Bang Rak, Bangkok 10500",03 771 9179,Restaurant,Sathorn,
Silom Brew Bar,"23/1 Silom Rd, Bang Rak, Bangkok 10500",09 8517 3340,Cafe,Sathorn,
Silom Lifestyle Mall,"67/1 Silom Rd, Bang Rak, Bangkok 10500",08 3287 5040,Shopping,Sathorn,
Silom Central Hotel,"89/1 Silom Rd, Bang Rak, Bangkok 10500",08 8019 7543,Hotel,Sathorn,
Silom Medical Clinic,"12/1 Silom Rd, Bang Rak, Bangkok 10500",08 4593 3266,Hospital,Sathorn,
Kasikornbank Silom,"34/1 Silom Rd, Bang Rak, Bangkok 10500",09 2489 1771,Bank,Sathorn,
Silom Serenity Spa,"56/1 Silom Rd, Bang Rak, Bangkok 10500",02 256 3621,Spa/Wellness,Sathorn,
Silom Business Center,"78/1 Silom Rd, Bang Rak, Bangkok 10500",09 2040 7304,Professional,Sathorn,
Silom Skin Clinic,"90/1 Silom Rd, Bang Rak, Bangkok 10500",09 8668 9669,Clinic,Sathorn,
SkyBar Silom,"23/2 Silom Rd, Bang Rak, Bangkok 10500",08 1188 2876,Bar,Sathorn,
Silom Pharmacy,"11/1 Silom Rd, Bang Rak, Bangkok 10500",08 6573 2827,Pharmacy,Sathorn,
WorkSpace Silom,"45/1 Silom Rd, Bang Rak, Bangkok 10500",08 8123 3591,Co-working,Sathorn,
Siam Thai Kitchen,"12/1 Rama I Rd, Pathum Wan, Bangkok 10330",09 1053 5315,Restaurant,Siam,
Pratunam Coffee Stop,"34/1 Rama I Rd, Pathum Wan, Bangkok 10330",03 619 2743,Cafe,Siam,
Pratunam Trade Center,"56/1 Rama I Rd, Pathum Wan, Bangkok 10330",08 9317 4258,Shopping,Siam,
Pratunam City Hotel,"78/1 Rama I Rd, Pathum Wan, Bangkok 10330",03 482 3646,Hotel,Siam,
SCB Pratunam Branch,"90/1 Rama I Rd, Pathum Wan, Bangkok 10330",09 1319 2832,Bank,Siam,
Pratunam Relax Spa,"23/1 Rama I Rd, Pathum Wan, Bangkok 10330",08 6038 4923,Spa/Wellness,Siam,
Pratunam Legal House,"45/1 Rama I Rd, Pathum Wan, Bangkok 10330",02 346 2290,Professional,Siam,
Pratunam Dental Clinic,"67/1 Rama I Rd, Pathum Wan, Bangkok 10330",02 849 8962,Clinic,Siam,
Pratunam Pharmacy,"89/1 Rama I Rd, Pathum Wan, Bangkok 10330",03 231 8787,Pharmacy,Siam,
StartHub Pratunam,"12/2 Rama I Rd, Pathum Wan, Bangkok 10330",03 371 9645,Co-working,Siam,
Phra Nakhon Noodle,"34/1 Tanao Rd, Phra Nakhon, Bangkok 10200",09 4470 9835,Restaurant,Phra Nakhon,
Old Town Cafe,"56/1 Tanao Rd, Phra Nakhon, Bangkok 10200",03 830 6107,Cafe,Phra Nakhon,
Phra Nakhon Market,"78/1 Tanao Rd, Phra Nakhon, Bangkok 10200",09 7118 8177,Shopping,Phra Nakhon,
Riverside Inn Phra Nakhon,"90/1 Tanao Rd, Phra Nakhon, Bangkok 10200",09 2982 5061,Hotel,Phra Nakhon,
Krung Thai Phra Nakhon,"12/1 Tanao Rd, Phra Nakhon, Bangkok 10200",03 165 6539,Bank,Phra Nakhon,
Bang Na Building,"392/50-3 Silom Soi 5, Chatuchak, Bangkok",02 803 7930,Office,Ratchada,
Bang Na Bolt,"179/15-18 On Nut Soi 77, Thon Buri, Bangkok",02 93 148 72,Car Service,Phra Nakhon,
Lat Phrao Liver,"23-24 Bangkok Noi Canal Rd, Thawi Watthana, Bangkok",02 30 865 65,Clinic,Pom Prap Sattru Phai,
Daily News,"297-298 Sukhumvit Rd, Samran Rat, Bangkok",02 12 338 49,Professional,Samphanthawong,
Bang Kapi Beer,"101-102 Charoen Nakhon Rd, Ratchathewi, Bangkok",02 427 4321,Bar,Bueng Kum,
Sukhumvit Suite,"484-485 Lat Phrao Rd, Don Mueang, Bangkok",02 789 8836,Office,Bang Khae,
Ladprao Lager,"301-302 Phahon Yothin Rd, Phaya Thai, Bangkok",02 849 2915,Bar,Nong Khaem,
Screen Space,"248-249 Phloen Chit Rd, Chatuchak, Bangkok",02 576 4834,Entertainment,Din Daeng,
Tempo Tower,"43/27-19 Thonglor Soi 17, Phaya Thai, Bangkok",02 583 8381,Entertainment,Khan Na Yao,
The Commons,"418/5-1 Silom Soi 7, Khlong Toei, Bangkok",02 40 844 94,Cafe,Yan Nawa,
Pathumwan Pediatrics,"428/41-6 Ratchadapisek Soi 1, Samut Prakan, Bangkok",02 80 683 35,Clinic,Din Daeng,
Thonglor Trim,"169-170 Rama I Rd, Nong Khaem, Bangkok",02 72 169 19,Salon,Nong Chok,
JustCo Ratchada,"6/21-18 Thonglor Soi 17, Don Mueang, Bangkok",02 26 508 79,Co-working,Ramkhamhaeng,
Krungsri Bank Tanao,"121-122 Khu Ma Sot Rd, Bang Bo, Bangkok",02 175 5621,Bank,Don Mueang,
Kuay Tiew Ruea,"328-329 Pattaya 1 Rd, Bang Khun Thian, Bangkok",02 980 6695,Restaurant,Khao San,
